                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 0.6297,                0.61184,                0.87169,                0.91534,                0.77487,                 0.8574,                0.67873,                0.59964,                0.72556,                0.85628,              0.0071411,              0.0071411,              0.0071411
                    152,                0.63156,                 0.6197,                0.87612,                0.90863,                0.78095,                0.85756,                0.67891,                0.59881,                0.72686,                0.85679,              0.0071061,              0.0071061,              0.0071061
                    153,                0.62864,                0.61769,                0.87089,                0.89715,                0.79319,                0.85946,                0.67923,                0.59505,                0.71894,                0.85658,              0.0070711,              0.0070711,              0.0070711
                    154,                0.62385,                0.60548,                0.86807,                0.93045,                0.77047,                0.86074,                 0.6824,                0.59854,                0.71292,                0.85599,              0.0070361,              0.0070361,              0.0070361
                    155,                0.63259,                0.62042,                0.87316,                0.91073,                0.78534,                0.86059,                 0.6776,                0.59836,                 0.7052,                0.85684,              0.0070011,              0.0070011,              0.0070011
                    156,                0.62178,                0.60735,                0.86664,                0.89271,                0.79843,                0.85925,                0.68304,                0.59749,                0.69708,                0.85607,              0.0069662,              0.0069662,              0.0069662
                    157,                0.62795,                0.61268,                0.86947,                0.92541,                0.77487,                0.86107,                0.68402,                 0.5929,                0.70069,                0.85407,              0.0069312,              0.0069312,              0.0069312
                    158,                0.62699,                0.60191,                0.87113,                 0.9118,                0.78796,                0.86034,                0.68536,                0.59144,                0.69372,                0.85313,              0.0068962,              0.0068962,              0.0068962
                    159,                  0.627,                0.60717,                0.86591,                0.92206,                0.79319,                0.86167,                0.68611,                0.58991,                 0.6963,                0.85257,              0.0068612,              0.0068612,              0.0068612
                    160,                0.62715,                0.60134,                0.87051,                 0.9238,                 0.7934,                0.86127,                 0.6887,                0.59461,                0.69306,                0.85346,              0.0068262,              0.0068262,              0.0068262
                    161,                 0.6257,                0.60874,                0.86944,                0.92654,                0.79058,                0.86222,                0.68614,                0.59283,                0.69231,                0.85353,              0.0067912,              0.0067912,              0.0067912
                    162,                0.62655,                0.59575,                0.86566,                0.92616,                0.78803,                0.86271,                0.68666,                0.59564,                0.69197,                0.85584,              0.0067562,              0.0067562,              0.0067562
                    163,                0.61672,                0.60215,                0.86463,                0.92753,                0.78796,                0.86158,                0.68566,                0.59416,                 0.6909,                0.85452,              0.0067212,              0.0067212,              0.0067212
                    164,                0.62035,                0.59648,                0.86662,                0.91797,                0.79843,                0.86163,                0.68643,                0.59305,                0.69195,                0.85475,              0.0066862,              0.0066862,              0.0066862
                    165,                0.62396,                0.59958,                0.86686,                0.91973,                0.79843,                0.86107,                0.68812,                0.59606,                0.69717,                0.85471,              0.0066512,              0.0066512,              0.0066512
                    166,                0.62041,                0.60239,                0.86371,                0.91721,                0.79581,                0.86099,                 0.6873,                0.59953,                0.70329,                0.85624,              0.0066162,              0.0066162,              0.0066162
                    167,                0.62334,                0.60173,                0.86836,                 0.9187,                0.79871,                0.86113,                0.68942,                0.59921,                0.70966,                0.85595,              0.0065812,              0.0065812,              0.0065812
                    168,                 0.6172,                0.59572,                0.86322,                 0.9245,                0.80134,                0.86194,                0.68969,                0.59866,                0.70283,                0.85581,              0.0065462,              0.0065462,              0.0065462
                    169,                0.61703,                0.59579,                0.86438,                0.92764,                0.79319,                0.86203,                0.68921,                0.59731,                 0.7007,                0.85528,              0.0065113,              0.0065113,              0.0065113
                    170,                0.62135,                 0.5817,                0.86644,                0.92581,                0.79319,                 0.8625,                0.68656,                0.59881,                0.70249,                0.85571,              0.0064763,              0.0064763,              0.0064763
                    171,                0.60948,                0.57877,                0.85994,                0.92335,                0.79058,                0.86417,                0.68729,                0.59653,                0.70274,                0.85552,              0.0064413,              0.0064413,              0.0064413
                    172,                0.61026,                0.58195,                0.86231,                0.93305,                0.79058,                0.86363,                0.68804,                0.59607,                0.70201,                0.85495,              0.0064063,              0.0064063,              0.0064063
                    173,                0.61844,                0.58738,                0.86484,                0.93192,                0.78834,                0.86513,                0.68703,                0.59791,                0.70944,                0.85514,              0.0063713,              0.0063713,              0.0063713
                    174,                 0.6175,                0.58266,                 0.8643,                0.92246,                0.79058,                0.86774,                0.69103,                0.59626,                0.70752,                0.85495,              0.0063363,              0.0063363,              0.0063363
                    175,                0.61231,                0.57556,                0.86423,                 0.9222,                0.79058,                0.86732,                0.69063,                0.59684,                0.70957,                0.85431,              0.0063013,              0.0063013,              0.0063013
                    176,                0.60918,                0.58383,                0.85973,                0.92522,                0.79319,                0.86666,                0.69027,                0.59491,                0.70501,                 0.8544,              0.0062663,              0.0062663,              0.0062663
                    177,                0.61341,                0.58597,                0.86367,                0.92705,                0.79843,                0.86955,                0.69264,                0.59722,                0.70297,                 0.8547,              0.0062313,              0.0062313,              0.0062313
                    178,                0.61004,                0.57377,                0.86109,                0.92485,                0.79581,                0.86918,                0.69018,                0.59711,                0.69865,                0.85462,              0.0061963,              0.0061963,              0.0061963
                    179,                0.61369,                0.58001,                0.86291,                0.91352,                 0.8019,                0.87015,                0.69185,                0.59365,                0.70213,                0.85359,              0.0061613,              0.0061613,              0.0061613
                    180,                0.61037,                0.57663,                0.86247,                0.91258,                0.80366,                0.86965,                0.68958,                0.59313,                0.70316,                 0.8534,              0.0061263,              0.0061263,              0.0061263
                    181,                0.60801,                0.57371,                0.85896,                0.90638,                0.80628,                 0.8685,                0.68854,                0.59186,                0.70083,                0.85315,              0.0060913,              0.0060913,              0.0060913
                    182,                0.61265,                0.57389,                0.86343,                0.91552,                0.79432,                0.87114,                0.69293,                0.59149,                0.70163,                0.85318,              0.0060563,              0.0060563,              0.0060563
                    183,                0.60846,                0.57538,                0.85985,                0.90971,                0.80105,                0.87078,                0.69145,                0.58985,                0.70227,                0.85253,              0.0060214,              0.0060214,              0.0060214
                    184,                0.60519,                0.57558,                0.85726,                0.90637,                0.80628,                0.87138,                0.69212,                0.59043,                 0.6966,                0.85247,              0.0059864,              0.0059864,              0.0059864
                    185,                0.61012,                0.57928,                0.86146,                0.91419,                0.80874,                0.87206,                0.69439,                0.59016,                0.69577,                0.85238,              0.0059514,              0.0059514,              0.0059514
                    186,                 0.6057,                 0.5661,                 0.8597,                0.91928,                0.80493,                0.87253,                0.69515,                0.58941,                0.69831,                0.85226,              0.0059164,              0.0059164,              0.0059164
                    187,                0.60714,                0.56641,                 0.8615,                0.92003,                0.80366,                0.87363,                0.69706,                 0.5894,                0.69805,                0.85203,              0.0058814,              0.0058814,              0.0058814
                    188,                0.60288,                0.56347,                0.85737,                0.92197,                0.80426,                0.87396,                0.69745,                0.58937,                0.69355,                0.85206,              0.0058464,              0.0058464,              0.0058464
                    189,                0.60195,                0.56801,                0.85824,                0.92466,                0.80317,                0.87476,                0.69934,                0.58857,                0.69599,                0.85221,              0.0058114,              0.0058114,              0.0058114
                    190,                0.60714,                0.56852,                0.85689,                0.92185,                0.80288,                0.87318,                0.69888,                0.58958,                0.69932,                0.85202,              0.0057764,              0.0057764,              0.0057764
                    191,                0.59558,                0.56132,                 0.8572,                0.91882,                0.79996,                0.87488,                0.70024,                0.59086,                0.69862,                0.85199,              0.0057414,              0.0057414,              0.0057414
                    192,                0.59631,                 0.5526,                0.85741,                0.91954,                0.79843,                0.87357,                0.70101,                0.59023,                0.69545,                0.85194,              0.0057064,              0.0057064,              0.0057064
                    193,                 0.5995,                0.55223,                0.85658,                 0.9215,                0.79894,                0.87569,                0.70167,                0.58912,                0.69583,                0.85114,              0.0056714,              0.0056714,              0.0056714
                    194,                0.59611,                0.55757,                0.85746,                0.92118,                0.79843,                0.87355,                0.70167,                0.58788,                0.69719,                0.85087,              0.0056364,              0.0056364,              0.0056364
                    195,                0.59822,                0.55315,                0.85704,                0.92221,                0.79843,                0.87413,                0.70261,                0.58786,                0.69848,                0.85099,              0.0056014,              0.0056014,              0.0056014
                    196,                 0.5983,                0.56056,                0.85438,                0.92189,                0.79843,                0.87483,                0.70175,                 0.5883,                0.69814,                0.85133,              0.0055665,              0.0055665,              0.0055665
                    197,                0.59226,                0.55092,                0.85026,                0.91996,                0.79843,                0.87527,                0.70061,                0.58843,                0.69912,                0.85157,              0.0055315,              0.0055315,              0.0055315
                    198,                0.59344,                0.55271,                0.85573,                0.93444,                0.79058,                0.87535,                0.70387,                0.58881,                0.69973,                 0.8513,              0.0054965,              0.0054965,              0.0054965
                    199,                0.59512,                0.54138,                0.85432,                0.93786,                0.79016,                0.87568,                0.70238,                0.58856,                0.70005,                0.85152,              0.0054615,              0.0054615,              0.0054615
                    200,                0.59717,                0.54985,                0.85465,                 0.9311,                0.79058,                0.87638,                0.70171,                0.58593,                 0.6973,                0.85067,              0.0054265,              0.0054265,              0.0054265
                    201,                  0.596,                0.55013,                0.85283,                0.92345,                0.79581,                0.87673,                 0.7014,                0.58951,                0.70017,                0.85088,              0.0053915,              0.0053915,              0.0053915
                    202,                 0.5961,                0.55871,                0.85562,                0.92405,                0.79624,                 0.8763,                0.70231,                0.58861,                0.69853,                0.85057,              0.0053565,              0.0053565,              0.0053565
                    203,                0.59325,                0.54335,                0.85322,                0.92302,                0.79319,                0.87606,                0.70011,                0.58796,                0.69463,                0.85052,              0.0053215,              0.0053215,              0.0053215
                    204,                0.58965,                0.54772,                0.85343,                0.92496,                0.79319,                0.87602,                 0.7008,                 0.5875,                0.69802,                0.85022,              0.0052865,              0.0052865,              0.0052865
                    205,                0.58861,                0.53597,                0.85121,                0.92678,                0.79058,                0.87542,                0.69964,                0.58749,                0.69574,                0.85044,              0.0052515,              0.0052515,              0.0052515
                    206,                 0.5958,                0.54378,                0.85619,                0.93497,                0.79044,                0.87616,                0.69943,                0.58483,                0.69352,                0.84926,              0.0052165,              0.0052165,              0.0052165
                    207,                0.58693,                 0.5474,                0.85077,                0.93787,                0.79039,                0.87593,                0.70132,                0.58462,                0.69588,                0.84873,              0.0051815,              0.0051815,              0.0051815
                    208,                 0.5876,                 0.5381,                0.84999,                0.93314,                0.79058,                0.87605,                0.70114,                0.58515,                0.69734,                0.84852,              0.0051465,              0.0051465,              0.0051465
                    209,                0.58965,                0.54002,                0.85034,                 0.9379,                0.79058,                0.87589,                0.70185,                0.58497,                0.69486,                 0.8487,              0.0051116,              0.0051116,              0.0051116
                    210,                0.59236,                0.54074,                0.85048,                0.93362,                0.79058,                0.87588,                 0.7016,                0.58576,                0.69385,                0.84855,              0.0050766,              0.0050766,              0.0050766
                    211,                0.58924,                0.53511,                0.84865,                0.93306,                0.79058,                 0.8759,                0.70149,                 0.5852,                0.69223,                0.84836,              0.0050416,              0.0050416,              0.0050416
                    212,                0.58583,                0.53269,                 0.8478,                0.93233,                0.79343,                0.87605,                0.70244,                0.58397,                0.69232,                0.84805,              0.0050066,              0.0050066,              0.0050066
                    213,                   0.59,                0.53808,                0.85252,                0.93212,                0.79581,                0.87838,                0.70282,                 0.5844,                0.69349,                0.84822,              0.0049716,              0.0049716,              0.0049716
                    214,                0.58033,                 0.5312,                0.84465,                0.93131,                0.79581,                0.87779,                0.70391,                0.58248,                0.69361,                0.84758,              0.0049366,              0.0049366,              0.0049366
                    215,                0.59146,                0.53305,                0.84946,                0.93251,                0.79581,                0.87859,                0.70434,                0.58254,                0.69262,                0.84734,              0.0049016,              0.0049016,              0.0049016
                    216,                0.59124,                0.53691,                0.84815,                0.93242,                0.79581,                0.87857,                0.70494,                0.58219,                0.69122,                0.84719,              0.0048666,              0.0048666,              0.0048666
                    217,                0.58292,                 0.5357,                 0.8475,                0.93022,                0.79581,                0.87869,                0.70546,                0.58238,                 0.6903,                0.84725,              0.0048316,              0.0048316,              0.0048316
                    218,                  0.572,                0.52042,                0.84236,                0.93065,                0.79581,                0.87877,                0.70558,                0.58278,                0.69075,                0.84725,              0.0047966,              0.0047966,              0.0047966
                    219,                0.58577,                0.52741,                0.84888,                0.93009,                0.79843,                0.87849,                 0.7055,                0.58281,                0.68905,                0.84713,              0.0047616,              0.0047616,              0.0047616
                    220,                0.58268,                0.52804,                0.84918,                0.93004,                0.80036,                0.87872,                0.70493,                0.58236,                0.68791,                0.84687,              0.0047266,              0.0047266,              0.0047266
                    221,                0.58124,                0.52441,                0.84676,                   0.93,                0.79993,                0.87906,                0.70483,                0.58177,                0.68786,                0.84707,              0.0046916,              0.0046916,              0.0046916
                    222,                0.57541,                0.52371,                0.84531,                0.93133,                0.79843,                0.87923,                0.70581,                0.58189,                0.68536,                0.84693,              0.0046566,              0.0046566,              0.0046566
                    223,                0.58487,                0.52786,                0.84784,                0.93468,                0.79843,                0.87959,                0.70553,                0.58205,                0.68421,                0.84676,              0.0046217,              0.0046217,              0.0046217
                    224,                0.57969,                0.52137,                0.84806,                0.94132,                0.79581,                0.87981,                0.70642,                0.58209,                0.68317,                0.84684,              0.0045867,              0.0045867,              0.0045867
                    225,                0.58255,                0.52747,                 0.8465,                0.94302,                0.79581,                0.88022,                0.70601,                0.58189,                0.67974,                0.84692,              0.0045517,              0.0045517,              0.0045517
                    226,                0.57255,                0.52255,                 0.8456,                0.94127,                0.79581,                0.88011,                0.70545,                0.58204,                0.67861,                0.84707,              0.0045167,              0.0045167,              0.0045167
                    227,                0.57356,                0.51625,                0.84504,                0.93988,                0.79581,                0.88039,                0.70524,                0.58218,                0.67752,                0.84718,              0.0044817,              0.0044817,              0.0044817
                    228,                0.58909,                0.52644,                0.84775,                0.94079,                0.79581,                0.88061,                0.70555,                0.58237,                0.67704,                0.84731,              0.0044467,              0.0044467,              0.0044467
                    229,                0.58099,                0.52426,                0.84722,                0.93994,                0.79581,                0.88042,                0.70565,                0.58121,                0.67469,                0.84685,              0.0044117,              0.0044117,              0.0044117
                    230,                0.57569,                0.51167,                0.84562,                0.94022,                0.79581,                0.88086,                0.70666,                0.58062,                0.67453,                0.84655,              0.0043767,              0.0043767,              0.0043767
                    231,                0.58038,                0.52219,                0.84729,                0.94061,                0.79581,                0.88106,                0.70739,                 0.5812,                0.67316,                0.84669,              0.0043417,              0.0043417,              0.0043417
                    232,                0.58225,                0.51615,                 0.8502,                0.94101,                0.79345,                  0.881,                0.70731,                0.58081,                0.67256,                 0.8464,              0.0043067,              0.0043067,              0.0043067
                    233,                0.58008,                0.51224,                0.84879,                0.94356,                0.79319,                0.88074,                0.70664,                0.58091,                0.67179,                0.84642,              0.0042717,              0.0042717,              0.0042717
                    234,                0.58436,                0.52166,                0.84793,                 0.9439,                0.79286,                0.88073,                0.70603,                0.58056,                0.67246,                0.84639,              0.0042367,              0.0042367,              0.0042367
                    235,                0.57526,                0.51408,                0.84686,                 0.9397,                0.79319,                0.88087,                0.70616,                0.58073,                0.67195,                0.84654,              0.0042017,              0.0042017,              0.0042017
                    236,                0.56658,                  0.505,                0.84143,                0.93963,                0.79319,                0.88077,                0.70742,                0.58078,                0.67218,                0.84641,              0.0041668,              0.0041668,              0.0041668
                    237,                0.57675,                 0.5113,                 0.8462,                0.94077,                0.78996,                0.88083,                0.70702,                0.58033,                0.67225,                0.84629,              0.0041318,              0.0041318,              0.0041318
                    238,                0.57179,                0.51388,                0.84485,                0.94001,                0.79319,                0.88084,                0.70741,                0.57878,                0.67315,                0.84596,              0.0040968,              0.0040968,              0.0040968
                    239,                0.56759,                0.50369,                0.83881,                0.93795,                0.79319,                0.88093,                0.70737,                0.57928,                0.67429,                 0.8459,              0.0040618,              0.0040618,              0.0040618
                    240,                0.57173,                0.50387,                0.84317,                 0.9387,                0.79058,                0.88116,                 0.7069,                0.57873,                0.67387,                 0.8456,              0.0040268,              0.0040268,              0.0040268
                    241,                0.56773,                0.50956,                0.84316,                0.93787,                0.79031,                0.88135,                0.70664,                0.57836,                0.67303,                0.84541,              0.0039918,              0.0039918,              0.0039918
                    242,                0.56836,                0.51336,                0.84033,                0.93781,                0.78955,                0.88135,                0.70668,                0.57808,                0.67285,                0.84549,              0.0039568,              0.0039568,              0.0039568
                    243,                0.56745,                0.49878,                0.84173,                0.93781,                0.78946,                 0.8813,                0.70742,                0.57763,                0.67126,                0.84543,              0.0039218,              0.0039218,              0.0039218
                    244,                0.56552,                0.50081,                0.84397,                 0.9378,                0.78941,                0.88142,                0.70723,                0.57768,                0.67119,                0.84545,              0.0038868,              0.0038868,              0.0038868
                    245,                0.57494,                0.50798,                0.84498,                0.93784,                0.78998,                0.88148,                0.70746,                0.57749,                0.67231,                0.84534,              0.0038518,              0.0038518,              0.0038518
                    246,                0.57017,                0.50455,                0.83926,                0.93638,                0.78796,                0.88139,                 0.7068,                0.57693,                0.67213,                0.84506,              0.0038168,              0.0038168,              0.0038168
                    247,                0.56603,                 0.5022,                0.84177,                0.93704,                0.78796,                0.88143,                0.70767,                 0.5775,                0.67317,                0.84484,              0.0037818,              0.0037818,              0.0037818
                    248,                0.57144,                0.51364,                0.84578,                0.93512,                0.78796,                0.88184,                 0.7083,                0.57702,                 0.6757,                0.84479,              0.0037468,              0.0037468,              0.0037468
                    249,                0.56181,                0.49093,                0.83997,                0.93531,                0.78796,                0.88213,                0.70825,                0.57713,                0.67407,                0.84486,              0.0037118,              0.0037118,              0.0037118
                    250,                0.56842,                0.50383,                0.84309,                0.92291,                0.79581,                0.88213,                0.70823,                0.57695,                0.67283,                0.84476,              0.0036769,              0.0036769,              0.0036769
                    251,                0.56559,                0.49837,                0.84057,                0.92312,                0.79581,                0.88201,                0.70882,                0.57707,                0.67715,                0.84468,              0.0036419,              0.0036419,              0.0036419
                    252,                0.55668,                0.49311,                0.83893,                0.92308,                0.79581,                0.88177,                0.70864,                0.57763,                0.67853,                0.84505,              0.0036069,              0.0036069,              0.0036069
                    253,                0.56981,                0.49741,                0.84059,                0.92275,                0.79581,                0.88194,                0.70861,                0.57752,                0.67905,                0.84484,              0.0035719,              0.0035719,              0.0035719
                    254,                 0.5668,                0.49799,                0.84127,                0.92249,                0.79581,                0.88263,                0.70881,                0.57776,                0.67955,                0.84484,              0.0035369,              0.0035369,              0.0035369
                    255,                0.56044,                0.49074,                0.83513,                0.91838,                0.80105,                0.88266,                0.70887,                0.57707,                0.67957,                0.84453,              0.0035019,              0.0035019,              0.0035019
                    256,                0.56039,                0.49264,                0.83866,                0.91621,                0.80145,                0.87998,                0.70856,                0.57794,                0.68025,                0.84485,              0.0034669,              0.0034669,              0.0034669
                    257,                0.56127,                0.49716,                0.84064,                0.91617,                0.80111,                 0.8828,                0.70993,                0.57707,                0.68182,                0.84467,              0.0034319,              0.0034319,              0.0034319
                    258,                0.56232,                 0.4892,                0.84096,                0.91707,                0.80105,                0.88018,                0.70972,                0.57681,                0.68175,                0.84469,              0.0033969,              0.0033969,              0.0033969
                    259,                0.56246,                0.49469,                0.84096,                 0.9189,                0.80082,                0.88061,                0.70963,                0.57712,                0.68013,                0.84463,              0.0033619,              0.0033619,              0.0033619
                    260,                 0.5641,                0.50153,                0.84149,                0.91902,                0.80215,                0.88075,                0.70907,                 0.5779,                0.68163,                0.84467,              0.0033269,              0.0033269,              0.0033269
                    261,                0.56626,                0.49151,                0.84056,                 0.9353,                0.78796,                0.88096,                0.71034,                  0.578,                0.67944,                 0.8447,              0.0032919,              0.0032919,              0.0032919
                    262,                0.56026,                0.49364,                0.83661,                0.95756,                 0.7679,                 0.8811,                0.71041,                 0.5763,                0.67945,                0.84454,              0.0032569,              0.0032569,              0.0032569
                    263,                0.55868,                0.48471,                0.83827,                0.91602,                0.79948,                0.88119,                0.71117,                0.57612,                0.68079,                 0.8442,               0.003222,               0.003222,               0.003222
                    264,                0.55346,                0.47699,                0.83475,                0.95789,                0.77421,                0.88089,                0.71046,                0.57694,                0.68056,                0.84467,               0.003187,               0.003187,               0.003187
                    265,                0.55848,                0.49237,                0.83524,                 0.9547,                0.77231,                 0.8811,                0.71031,                0.57723,                0.67984,                0.84482,               0.003152,               0.003152,               0.003152
                    266,                0.55699,                0.48362,                 0.8379,                0.95389,                0.77487,                0.88121,                0.71025,                0.57727,                0.68123,                0.84502,               0.003117,               0.003117,               0.003117
                    267,                0.55376,                0.47616,                0.83633,                0.95175,                0.77225,                0.88127,                 0.7105,                0.57731,                0.67863,                0.84512,               0.003082,               0.003082,               0.003082
                    268,                0.55692,                0.48699,                0.84294,                0.95264,                0.77225,                0.88159,                0.71187,                0.57667,                0.67749,                0.84497,               0.003047,               0.003047,               0.003047
                    269,                0.55703,                0.48281,                0.83421,                0.95176,                0.77471,                0.88185,                0.71137,                0.57615,                0.67877,                0.84477,               0.003012,               0.003012,               0.003012
                    270,                0.55243,                 0.4783,                0.83762,                0.93772,                 0.7801,                0.88205,                0.71166,                0.57683,                 0.6811,                0.84502,               0.002977,               0.002977,               0.002977
                    271,                0.55033,                0.48307,                0.83321,                 0.9548,                0.77416,                 0.8823,                0.71217,                0.57576,                0.68034,                 0.8447,               0.002942,               0.002942,               0.002942
                    272,                0.55202,                0.47719,                0.83508,                0.94116,                 0.7801,                0.88226,                0.71231,                0.57575,                0.68063,                0.84451,               0.002907,               0.002907,               0.002907
                    273,                0.55206,                0.47876,                0.83289,                0.93742,                0.78431,                0.88301,                0.71235,                0.57536,                0.68143,                0.84446,               0.002872,               0.002872,               0.002872
                    274,                0.54931,                 0.4698,                0.83528,                0.94379,                0.77749,                0.88326,                0.71233,                0.57593,                0.68086,                 0.8446,               0.002837,               0.002837,               0.002837
                    275,                0.54786,                0.47446,                0.83328,                 0.9411,                 0.7801,                0.88339,                0.71236,                0.57633,                0.68532,                0.84447,               0.002802,               0.002802,               0.002802
                    276,                0.55003,                0.47594,                0.83603,                0.94616,                0.77487,                0.88345,                0.71216,                0.57621,                 0.6874,                0.84428,               0.002767,               0.002767,               0.002767
                    277,                 0.5483,                0.46871,                0.83336,                0.94202,                 0.7801,                0.88368,                0.71224,                0.57573,                0.68616,                0.84445,              0.0027321,              0.0027321,              0.0027321
                    278,                0.55592,                0.47332,                0.83577,                0.94591,                0.77818,                0.88371,                0.71251,                0.57624,                0.68714,                0.84445,              0.0026971,              0.0026971,              0.0026971
                    279,                0.55776,                0.47869,                0.83739,                0.94593,                0.77859,                0.88365,                0.71232,                0.57623,                0.68657,                0.84472,              0.0026621,              0.0026621,              0.0026621
                    280,                0.54384,                0.47096,                0.83034,                0.94609,                0.78102,                0.88365,                0.71251,                0.57649,                0.68854,                0.84461,              0.0026271,              0.0026271,              0.0026271
                    281,                 0.5469,                0.47049,                0.83508,                0.94591,                0.77818,                0.88365,                0.71271,                0.57602,                0.68766,                0.84465,              0.0025921,              0.0025921,              0.0025921
                    282,                0.54721,                0.47287,                0.83191,                0.94893,                 0.7782,                0.88371,                 0.7132,                0.57665,                0.68758,                0.84497,              0.0025571,              0.0025571,              0.0025571
                    283,                0.53778,                0.46998,                0.82901,                0.94903,                0.77985,                0.88333,                0.71255,                0.57643,                0.68806,                0.84487,              0.0025221,              0.0025221,              0.0025221
                    284,                0.54491,                0.46474,                0.83149,                0.94897,                 0.7789,                0.88329,                0.71213,                  0.577,                0.68796,                 0.8454,              0.0024871,              0.0024871,              0.0024871
                    285,                0.54497,                0.46915,                 0.8344,                0.94901,                0.77952,                0.88342,                0.71169,                0.57699,                0.68695,                0.84544,              0.0024521,              0.0024521,              0.0024521
                    286,                0.54686,                 0.4664,                0.83321,                0.94903,                0.77987,                0.88356,                0.71209,                0.57709,                0.68905,                0.84551,              0.0024171,              0.0024171,              0.0024171
                    287,                0.53956,                0.46521,                0.83233,                0.94909,                0.78086,                0.88356,                0.71317,                0.57515,                0.68454,                0.84515,              0.0023821,              0.0023821,              0.0023821
                    288,                0.54628,                0.46765,                0.83466,                 0.9493,                0.78429,                0.88365,                0.71362,                0.57475,                0.68574,                0.84506,              0.0023471,              0.0023471,              0.0023471
                    289,                 0.5432,                0.46597,                0.83312,                0.94928,                0.78534,                0.88349,                0.71361,                0.57548,                0.68691,                0.84515,              0.0023121,              0.0023121,              0.0023121
                    290,                0.54193,                0.46487,                 0.8307,                0.94847,                0.78534,                0.88357,                0.71242,                0.57519,                0.68784,                0.84493,              0.0022772,              0.0022772,              0.0022772
                    291,                0.53959,                0.46291,                  0.831,                0.94925,                 0.7834,                0.88382,                0.71299,                0.57514,                0.68835,                0.84483,              0.0022422,              0.0022422,              0.0022422
                    292,                0.53709,                0.45905,                0.82988,                0.94916,                0.78191,                0.88376,                0.71255,                0.57474,                0.68893,                0.84475,              0.0022072,              0.0022072,              0.0022072
                    293,                0.53934,                0.45665,                0.83125,                0.94871,                0.78534,                0.88368,                0.71361,                0.57488,                0.68846,                0.84466,              0.0021722,              0.0021722,              0.0021722
                    294,                0.53689,                 0.4583,                0.82824,                0.94934,                0.78496,                0.88363,                0.71408,                0.57523,                0.68596,                0.84459,              0.0021372,              0.0021372,              0.0021372
                    295,                0.54052,                 0.4555,                 0.8303,                0.94656,                0.78534,                0.88382,                0.71426,                0.57397,                0.68941,                0.84463,              0.0021022,              0.0021022,              0.0021022
                    296,                0.53893,                0.46062,                 0.8306,                0.94628,                0.78396,                0.88396,                 0.7138,                0.57388,                0.69038,                0.84437,              0.0020672,              0.0020672,              0.0020672
                    297,                0.53758,                0.45933,                  0.831,                0.94619,                 0.7825,                0.88394,                0.71438,                0.57349,                0.68902,                0.84404,              0.0020322,              0.0020322,              0.0020322
                    298,                0.54007,                0.45429,                0.83016,                0.94028,                0.78534,                 0.8836,                0.71451,                0.57325,                0.68845,                0.84407,              0.0019972,              0.0019972,              0.0019972
                    299,                0.53537,                0.45189,                0.82875,                0.94336,                0.78476,                0.88355,                0.71407,                0.57248,                0.69238,                0.84369,              0.0019622,              0.0019622,              0.0019622
                    300,                 0.5376,                0.45581,                0.83105,                0.94012,                0.78083,                0.88353,                0.71411,                0.57263,                0.69252,                0.84378,              0.0019272,              0.0019272,              0.0019272
                    301,                0.54507,                0.46738,                0.83052,                0.93229,                0.78534,                0.88368,                0.71499,                0.57306,                0.68914,                0.84395,              0.0018922,              0.0018922,              0.0018922
                    302,                0.53612,                0.44957,                0.83175,                0.93178,                0.78665,                 0.8836,                0.71482,                 0.5724,                0.68999,                0.84359,              0.0018572,              0.0018572,              0.0018572
                    303,                0.54045,                0.45653,                0.82964,                0.95768,                0.77017,                 0.8831,                0.71485,                0.57224,                0.69335,                0.84354,              0.0018223,              0.0018223,              0.0018223
                    304,                0.53394,                0.45518,                0.83067,                0.96145,                0.76963,                0.88304,                0.71478,                0.57111,                0.69259,                0.84327,              0.0017873,              0.0017873,              0.0017873
                    305,                0.53848,                0.45005,                0.82854,                0.96173,                0.76963,                0.88328,                0.71558,                0.57212,                0.69313,                0.84343,              0.0017523,              0.0017523,              0.0017523
                    306,                0.54206,                 0.4549,                 0.8306,                0.96214,                0.76963,                0.88324,                0.71528,                 0.5707,                0.69286,                0.84312,              0.0017173,              0.0017173,              0.0017173
                    307,                 0.5342,                0.45173,                0.83191,                0.96398,                0.77056,                0.88337,                0.71661,                0.57069,                0.69548,                0.84317,              0.0016823,              0.0016823,              0.0016823
                    308,                0.53184,                0.44794,                 0.8262,                0.96397,                0.77049,                0.88336,                0.71606,                0.57068,                0.69661,                0.84306,              0.0016473,              0.0016473,              0.0016473
                    309,                0.53566,                0.45698,                0.82873,                0.96394,                 0.7697,                0.88335,                0.71601,                0.57012,                0.69567,                0.84285,              0.0016123,              0.0016123,              0.0016123
                    310,                0.53431,                0.45688,                0.82773,                0.96564,                0.76963,                0.88309,                0.71518,                0.57066,                0.69394,                0.84292,              0.0015773,              0.0015773,              0.0015773
                    311,                0.53156,                0.45023,                0.82967,                0.96714,                0.77044,                0.88293,                0.71475,                0.57017,                0.69558,                0.84301,              0.0015423,              0.0015423,              0.0015423
