                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    122,                0.62763,                0.70413,                 0.9345,                0.82028,                 0.7647,                0.85489,                0.67764,                0.56146,                0.79287,                0.89202,              0.0081559,              0.0081559,              0.0081559
                    123,                0.62253,                0.70037,                0.93129,                0.80557,                0.78272,                0.85494,                0.67691,                0.56214,                0.79382,                0.89238,              0.0081209,              0.0081209,              0.0081209
                    124,                0.63097,                0.72058,                0.94016,                0.80586,                0.78239,                0.85509,                0.67541,                0.56234,                0.79353,                0.89213,              0.0080859,              0.0080859,              0.0080859
                    125,                0.62308,                0.69878,                0.93075,                0.80629,                0.78272,                0.85672,                0.67646,                0.56339,                0.78946,                0.89253,              0.0080509,              0.0080509,              0.0080509
                    126,                0.62101,                0.70232,                0.93098,                0.81092,                0.77468,                0.85545,                0.67503,                0.56427,                0.79018,                0.89286,              0.0080159,              0.0080159,              0.0080159
                    127,                0.61814,                0.69484,                0.92768,                0.81006,                0.77033,                0.85618,                0.67608,                0.56453,                 0.7874,                0.89259,              0.0079809,              0.0079809,              0.0079809
                    128,                0.63038,                0.70181,                0.94074,                0.83995,                0.75561,                0.85636,                0.67807,                0.56347,                0.78616,                0.89232,              0.0079459,              0.0079459,              0.0079459
                    129,                0.62832,                0.70652,                0.93478,                0.84622,                0.74904,                0.85709,                0.67784,                0.56315,                0.78487,                0.89218,               0.007911,               0.007911,               0.007911
                    130,                0.62265,                0.70151,                0.93092,                0.84424,                0.75393,                0.85802,                0.67855,                0.56333,                 0.7839,                0.89233,               0.007876,               0.007876,               0.007876
                    131,                0.61892,                 0.6895,                0.93136,                 0.8481,                0.75393,                0.85766,                 0.6796,                0.56234,                0.78278,                0.89221,               0.007841,               0.007841,               0.007841
                    132,                0.61827,                0.68653,                0.93358,                0.85673,                0.75654,                0.85848,                0.68087,                0.56242,                0.78428,                0.89225,               0.007806,               0.007806,               0.007806
                    133,                0.61241,                0.67983,                0.92886,                0.85747,                0.75596,                0.85909,                0.67986,                0.56156,                0.78416,                0.89134,               0.007771,               0.007771,               0.007771
                    134,                0.61096,                0.68034,                0.92279,                0.85588,                0.75654,                0.85939,                0.68178,                0.56048,                0.78448,                0.89128,               0.007736,               0.007736,               0.007736
                    135,                0.62026,                0.68965,                0.93226,                0.85034,                0.75858,                0.85951,                 0.6817,                0.55998,                0.78436,                 0.8915,               0.007701,               0.007701,               0.007701
                    136,                0.61631,                0.69214,                0.93141,                0.84152,                0.76451,                0.86029,                0.68089,                0.56013,                0.78207,                0.89141,               0.007666,               0.007666,               0.007666
                    137,                0.61927,                0.68732,                0.93058,                0.84397,                0.76464,                0.86121,                 0.6824,                0.56032,                 0.7823,                0.89165,               0.007631,               0.007631,               0.007631
                    138,                0.60552,                0.66411,                 0.9245,                0.84715,                0.76898,                0.86158,                 0.6832,                0.55993,                0.78105,                0.89172,               0.007596,               0.007596,               0.007596
                    139,                0.61772,                0.68185,                0.92902,                0.83978,                0.77749,                0.86172,                0.68208,                0.56029,                0.78086,                0.89161,               0.007561,               0.007561,               0.007561
                    140,                   0.61,                0.67555,                0.92428,                0.84804,                 0.7743,                0.86222,                0.68308,                0.56045,                0.77904,                0.89199,               0.007526,               0.007526,               0.007526
